Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
04-12-2012	NPL	Non Patent Literature	PRIOR ART	5	
04-12-2012	NPL	Non Patent Literature	PRIOR ART	5	
04-12-2012	NPL	Non Patent Literature	PRIOR ART	6	
04-12-2012	FOR	Foreign Reference	PRIOR ART	18	12806661-2012-04-12-00022-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	50	12806661-2012-04-12-00021-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	1	12806661-2012-04-12-00020-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	14	12806661-2012-04-12-00019-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	1	12806661-2012-04-12-00018-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	1	12806661-2012-04-12-00017-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	1	12806661-2012-04-12-00016-FOR.pdf
04-12-2012	NPL	Non Patent Literature	PRIOR ART	20	
04-12-2012	NPL	Non Patent Literature	PRIOR ART	6	
04-12-2012	NPL	Non Patent Literature	PRIOR ART	5	
04-12-2012	NPL	Non Patent Literature	PRIOR ART	5	
04-12-2012	NPL	Non Patent Literature	PRIOR ART	3	
04-12-2012	NPL	Non Patent Literature	PRIOR ART	6	
04-12-2012	FOR	Foreign Reference	PRIOR ART	25	12806661-2012-04-12-00009-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	123	12806661-2012-04-12-00008-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	183	12806661-2012-04-12-00007-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	28	12806661-2012-04-12-00006-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	28	12806661-2012-04-12-00005-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	54	12806661-2012-04-12-00004-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	25	12806661-2012-04-12-00003-FOR.pdf
04-12-2012	FOR	Foreign Reference	PRIOR ART	67	12806661-2012-04-12-00002-FOR.pdf
04-12-2012	TRAN.LET	Transmittal Letter	PROSECUTION	3	12806661-2012-04-12-00001-TRAN.LET.pdf
02-02-2012	CTNF	Non-Final Rejection	PROSECUTION	5	12806661-2012-02-02-00005-CTNF.pdf
02-02-2012	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	12806661-2012-02-02-00004-SRFW.pdf
02-02-2012	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	12806661-2012-02-02-00003-1449.pdf
02-02-2012	BIB	Bibliographic Data Sheet	PROSECUTION	1	12806661-2012-02-02-00002-BIB.pdf
02-02-2012	FWCLM	Index of Claims	PROSECUTION	1	12806661-2012-02-02-00001-FWCLM.pdf
08-12-2011	APP.FILE.REC	Filing Receipt	PROSECUTION	3	12806661-2011-08-12-00001-APP.FILE.REC.pdf
08-10-2011	CFILE	Request for Corrected Filing Receipt	PROSECUTION	6	12806661-2011-08-10-00006-CFILE.pdf
08-10-2011	N417	EFS Acknowledgment Receipt	PROSECUTION	3	12806661-2011-08-10-00005-N417.pdf
08-10-2011	R3.73B	Assignee showing of ownership per 37 CFR 3.73.	PROSECUTION	1	12806661-2011-08-10-00004-R3.73B.pdf
08-10-2011	TRAN.LET	Transmittal Letter	PROSECUTION	1	12806661-2011-08-10-00003-TRAN.LET.pdf
08-10-2011	R3.73B	Assignee showing of ownership per 37 CFR 3.73.	PROSECUTION	4	12806661-2011-08-10-00002-R3.73B.pdf
08-10-2011	R3.73B	Assignee showing of ownership per 37 CFR 3.73.	PROSECUTION	5	12806661-2011-08-10-00001-R3.73B.pdf
02-24-2011	NTC.PUB	Notice of Publication	PROSECUTION	1	12806661-2011-02-24-00001-NTC.PUB.pdf
12-08-2010	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	1	12806661-2010-12-08-00003-IDS.pdf
12-08-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	12806661-2010-12-08-00002-N417.pdf
12-08-2010	TRAN.LET	Transmittal Letter	PROSECUTION	4	12806661-2010-12-08-00001-TRAN.LET.pdf
11-17-2010	APP.FILE.REC	Filing Receipt	PROSECUTION	3	12806661-2010-11-17-00002-APP.FILE.REC.pdf
11-17-2010	APP.FILE.REC	Filing Receipt	PROSECUTION	3	12806661-2010-11-17-00001-APP.FILE.REC.pdf
11-08-2010	PETDEC	Petition Decision	PROSECUTION	2	12806661-2010-11-08-00010-PETDEC.pdf
11-08-2010	PET.OP	Petition for review by the Office of Petitions.	PROSECUTION	9	12806661-2010-11-08-00009-PET.OP.pdf
11-08-2010	LET.	Miscellaneous Incoming Letter	PROSECUTION	1	12806661-2010-11-08-00008-LET..pdf
11-08-2010	PETDEC	Petition Decision	PROSECUTION	1	12806661-2010-11-08-00007-PETDEC.pdf
11-08-2010	LET.	Miscellaneous Incoming Letter	PROSECUTION	1	12806661-2010-11-08-00006-LET..pdf
11-08-2010	LET.	Miscellaneous Incoming Letter	PROSECUTION	1	12806661-2010-11-08-00005-LET..pdf
11-08-2010	DRW	Drawings-only black and white line drawings	PROSECUTION	13	12806661-2010-11-08-00004-DRW.pdf
11-08-2010	PEFR	Applicant Response to Pre-Exam Formalities Notice	PROSECUTION	2	12806661-2010-11-08-00003-PEFR.pdf
11-08-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	12806661-2010-11-08-00002-WFEE.pdf
11-08-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	3	12806661-2010-11-08-00001-N417.pdf
09-08-2010	NTC.MISS.PRT	Notice to File Missing Parts	PROSECUTION	3	12806661-2010-09-08-00002-NTC.MISS.PRT.pdf
09-08-2010	APP.FILE.REC	Filing Receipt	PROSECUTION	3	12806661-2010-09-08-00001-APP.FILE.REC.pdf
08-17-2010	TRNA	Transmittal of New Application	PROSECUTION	2	12806661-2010-08-17-00008-TRNA.pdf
08-17-2010	SPEC	Specification	PROSECUTION	49	12806661-2010-08-17-00007-SPEC.pdf
08-17-2010	CLM	Claims	PROSECUTION	1	12806661-2010-08-17-00006-CLM.pdf
08-17-2010	ABST	Abstract	PROSECUTION	1	12806661-2010-08-17-00005-ABST.pdf
08-17-2010	DRW	Drawings-only black and white line drawings	PROSECUTION	11	12806661-2010-08-17-00004-DRW.pdf
08-17-2010	OATH	Oath or Declaration filed	PROSECUTION	7	12806661-2010-08-17-00003-OATH.pdf
08-17-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	12806661-2010-08-17-00002-WFEE.pdf
08-17-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	12806661-2010-08-17-00001-WFEE.pdf
