Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
04-03-2012	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11328678-2012-04-03-00001-N417.pdf
02-06-2012	N/AP	Notice of Appeal Filed	PROSECUTION	1	11328678-2012-02-06-00003-N-AP.pdf
02-06-2012	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11328678-2012-02-06-00002-WFEE.pdf
02-06-2012	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11328678-2012-02-06-00001-N417.pdf
11-04-2011	CTFR	Final Rejection	PROSECUTION	11	11328678-2011-11-04-00003-CTFR.pdf
11-04-2011	892	List of references cited by examiner	PRIOR ART	2	11328678-2011-11-04-00002-892.pdf
11-04-2011	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11328678-2011-11-04-00001-SRFW.pdf
09-01-2011	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11328678-2011-09-01-00005-A....pdf
09-01-2011	CLM	Claims	PROSECUTION	6	11328678-2011-09-01-00004-CLM.pdf
09-01-2011	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	5	11328678-2011-09-01-00003-REM.pdf
09-01-2011	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11328678-2011-09-01-00002-N417.pdf
09-01-2011	TRAN.LET	Transmittal Letter	PROSECUTION	1	11328678-2011-09-01-00001-TRAN.LET.pdf
06-01-2011	CTNF	Non-Final Rejection	PROSECUTION	2	11328678-2011-06-01-00004-CTNF.pdf
06-01-2011	CTNF	Non-Final Rejection	PROSECUTION	7	11328678-2011-06-01-00003-CTNF.pdf
06-01-2011	892	List of references cited by examiner	PRIOR ART	2	11328678-2011-06-01-00002-892.pdf
06-01-2011	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11328678-2011-06-01-00001-SRFW.pdf
03-23-2011	AP.PRE.DEC	Pre-Brief Appeal Conference decision	PROSECUTION	2	11328678-2011-03-23-00001-AP.PRE.DEC.pdf
02-10-2011	AP.PRE.REQ	Pre-Brief Conference request	PROSECUTION	5	11328678-2011-02-10-00004-AP.PRE.REQ.pdf
02-10-2011	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11328678-2011-02-10-00003-WFEE.pdf
02-10-2011	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11328678-2011-02-10-00002-N417.pdf
02-10-2011	N/AP	Notice of Appeal Filed	PROSECUTION	1	11328678-2011-02-10-00001-N-AP.pdf
11-10-2010	CTFR	Final Rejection	PROSECUTION	2	11328678-2010-11-10-00005-CTFR.pdf
11-10-2010	CTFR	Final Rejection	PROSECUTION	8	11328678-2010-11-10-00004-CTFR.pdf
11-10-2010	892	List of references cited by examiner	PRIOR ART	2	11328678-2010-11-10-00003-892.pdf
11-10-2010	SRNT	Examiner's search strategy and results	PROSECUTION	12	11328678-2010-11-10-00002-SRNT.pdf
11-10-2010	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11328678-2010-11-10-00001-SRFW.pdf
09-20-2010	DISQ	Terminal Disclaimer review decision	PROSECUTION	1	11328678-2010-09-20-00001-DISQ.pdf
08-25-2010	TRAN.LET	Transmittal Letter	PROSECUTION	1	11328678-2010-08-25-00009-TRAN.LET.pdf
08-25-2010	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11328678-2010-08-25-00008-A....pdf
08-25-2010	CLM	Claims	PROSECUTION	6	11328678-2010-08-25-00007-CLM.pdf
08-25-2010	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	4	11328678-2010-08-25-00006-REM.pdf
08-25-2010	DIST	Terminal Disclaimer Filed	PROSECUTION	1	11328678-2010-08-25-00005-DIST.pdf
08-25-2010	DIST	Terminal Disclaimer Filed	PROSECUTION	1	11328678-2010-08-25-00004-DIST.pdf
08-25-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11328678-2010-08-25-00003-WFEE.pdf
08-25-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11328678-2010-08-25-00002-N417.pdf
08-25-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11328678-2010-08-25-00001-WFEE.pdf
05-25-2010	CTNF	Non-Final Rejection	PROSECUTION	8	11328678-2010-05-25-00003-CTNF.pdf
05-25-2010	892	List of references cited by examiner	PRIOR ART	1	11328678-2010-05-25-00002-892.pdf
05-25-2010	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11328678-2010-05-25-00001-SRFW.pdf
04-20-2010	ELC.	Response to Election / Restriction Filed	PROSECUTION	1	11328678-2010-04-20-00002-ELC..pdf
04-20-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11328678-2010-04-20-00001-N417.pdf
03-29-2010	CTRS	Requirement for Restriction/Election	PROSECUTION	7	11328678-2010-03-29-00001-CTRS.pdf
01-19-2010	AP.PRE.DEC	Pre-Brief Appeal Conference decision	PROSECUTION	2	11328678-2010-01-19-00001-AP.PRE.DEC.pdf
11-02-2009	AP.PRE.REQ	Pre-Brief Conference request	PROSECUTION	5	11328678-2009-11-02-00004-AP.PRE.REQ.pdf
11-02-2009	N/AP	Notice of Appeal Filed	PROSECUTION	1	11328678-2009-11-02-00003-N-AP.pdf
11-02-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11328678-2009-11-02-00002-WFEE.pdf
11-02-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11328678-2009-11-02-00001-N417.pdf
08-10-2009	CTFR	Final Rejection	PROSECUTION	11	11328678-2009-08-10-00009-CTFR.pdf
08-10-2009	892	List of references cited by examiner	PRIOR ART	1	11328678-2009-08-10-00008-892.pdf
08-10-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	11328678-2009-08-10-00007-BIB.pdf
08-10-2009	SRNT	Examiner's search strategy and results	PROSECUTION	11	11328678-2009-08-10-00006-SRNT.pdf
08-10-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11328678-2009-08-10-00005-SRFW.pdf
08-10-2009	TRAN.LET	Transmittal Letter	PROSECUTION	3	11328678-2009-08-10-00004-TRAN.LET.pdf
08-10-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	11328678-2009-08-10-00003-1449.pdf
08-10-2009	TRAN.LET	Transmittal Letter	PROSECUTION	2	11328678-2009-08-10-00002-TRAN.LET.pdf
08-10-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	11328678-2009-08-10-00001-1449.pdf
04-08-2009	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11328678-2009-04-08-00006-A....pdf
04-08-2009	CLM	Claims	PROSECUTION	6	11328678-2009-04-08-00005-CLM.pdf
04-08-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	5	11328678-2009-04-08-00004-REM.pdf
04-08-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11328678-2009-04-08-00003-N417.pdf
04-08-2009	TRAN.LET	Transmittal Letter	PROSECUTION	1	11328678-2009-04-08-00002-TRAN.LET.pdf
04-08-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11328678-2009-04-08-00001-WFEE.pdf
01-16-2009	CTNF	Non-Final Rejection	PROSECUTION	8	11328678-2009-01-16-00009-CTNF.pdf
01-16-2009	892	List of references cited by examiner	PRIOR ART	1	11328678-2009-01-16-00008-892.pdf
01-16-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11328678-2009-01-16-00007-SRFW.pdf
01-16-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	11328678-2009-01-16-00006-BIB.pdf
01-16-2009	SRNT	Examiner's search strategy and results	PROSECUTION	10	11328678-2009-01-16-00005-SRNT.pdf
01-16-2009	TRAN.LET	Transmittal Letter	PROSECUTION	3	11328678-2009-01-16-00004-TRAN.LET.pdf
01-16-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	11328678-2009-01-16-00003-1449.pdf
01-16-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	11328678-2009-01-16-00002-1449.pdf
01-16-2009	TRAN.LET	Transmittal Letter	PROSECUTION	2	11328678-2009-01-16-00001-TRAN.LET.pdf
12-04-2007	EBCC.AD	Notice of Change of Address placed in File Wrapper due to EBC Customer Number update	PROSECUTION	1	11328678-2007-12-04-00001-EBCC.AD.pdf
10-22-2007	APP.FILE.REC	Filing Receipt	PROSECUTION	3	11328678-2007-10-22-00001-APP.FILE.REC.pdf
10-10-2007	PD.TO.AUTH	Authorization to access Appl. by Trilateral Office	PROSECUTION	1	11328678-2007-10-10-00002-PD.TO.AUTH.pdf
10-10-2007	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11328678-2007-10-10-00001-N417.pdf
07-12-2007	NTC.PUB	Notice of Publication	PROSECUTION	1	11328678-2007-07-12-00002-NTC.PUB.pdf
07-12-2007	NTC.PUB	Notice of Publication	PROSECUTION	1	11328678-2007-07-12-00001-NTC.PUB.pdf
07-05-2007	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	3	11328678-2007-07-05-00005-IDS.pdf
07-05-2007	NPL	Non Patent Literature	PRIOR ART	4	
07-05-2007	NPL	Non Patent Literature	PRIOR ART	4	
07-05-2007	NPL	Non Patent Literature	PRIOR ART	7	
07-05-2007	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11328678-2007-07-05-00001-N417.pdf
04-05-2006	136A	Authorization for Extension of Time all replies	PROSECUTION	4	11328678-2006-04-05-00003-136A.pdf
04-05-2006	PEFR	Applicant Response to Pre-Exam Formalities Notice	PROSECUTION	4	11328678-2006-04-05-00002-PEFR.pdf
04-05-2006	OATH	Oath or Declaration filed	PROSECUTION	5	11328678-2006-04-05-00001-OATH.pdf
03-13-2006	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	4	11328678-2006-03-13-00008-IDS.pdf
03-13-2006	NPL	Non Patent Literature	PRIOR ART	12	
03-13-2006	NPL	Non Patent Literature	PRIOR ART	9	
03-13-2006	NPL	Non Patent Literature	PRIOR ART	15	
03-13-2006	NPL	Non Patent Literature	PRIOR ART	3	
03-13-2006	NPL	Non Patent Literature	PRIOR ART	6	
03-13-2006	NPL	Non Patent Literature	PRIOR ART	4	
03-13-2006	NPL	Non Patent Literature	PRIOR ART	40	
03-02-2006	PEFN	Pre-Exam Formalities Notice	PROSECUTION	2	11328678-2006-03-02-00001-PEFN.pdf
01-10-2006	TRNA	Transmittal of New Application	PROSECUTION	2	11328678-2006-01-10-00007-TRNA.pdf
01-10-2006	SPEC	Specification	PROSECUTION	18	11328678-2006-01-10-00006-SPEC.pdf
01-10-2006	CLM	Claims	PROSECUTION	5	11328678-2006-01-10-00005-CLM.pdf
01-10-2006	ABST	Abstract	PROSECUTION	1	11328678-2006-01-10-00004-ABST.pdf
01-10-2006	DRW	Drawings-only black and white line drawings	PROSECUTION	9	11328678-2006-01-10-00003-DRW.pdf
01-10-2006	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11328678-2006-01-10-00002-WFEE.pdf
01-10-2006	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11328678-2006-01-10-00001-WFEE.pdf
